ObjId,range,speed,angle,snr,Kstate,OboCarSpeed,heigh,heighAngle,X,Y,EstimateCarSpeed,EstimateMagCarSpeed,RCS,WheelSpdFl,WheelSpdFR,WheelSpdRL,WheelSpdRR,YawRate,frameIntervalTimeZ4,SelfCalcAngle,SenceFlag,SortFlag,trkReiablility,RadiusCurvature,Xaccel,Yaccel,noise,using,DbfMag,FrameIntervalTime,installAngleOffset,VehLatAcc,VehLongAcc,matchFlag,tag,deltaRange,clusterID,idx,objLen,weight,MeasCounter,MAtr,SteeringAngle,SteeringAngleSpd,EstCarSpeed,Gear,isDmlMode,waveType,sideSlobe0,sideSlobe1,sideSlobe2,peakNum1,peakNum2,AlgTeam,ObstacleProb,errorCode
START,FrameNb:0,CameraNb:2029,HeSaiNb:0,ARS410Nb:0
2026/03/10 15:34:39:090---->
8,101.41,0,28.65,30,0,0,0,-0.55,0,0,0,0,15.5,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,67,54,0,0.00034,0.00034,3,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
9,102,0,28.1,21.5,0,0,0,-0.35,0,0,0,0,7,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,58,54,0,0.00034,0.00034,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
10,102.48,0,28.4,32.5,0,0,0,0,0,0,0,0,18,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,69,54,0,0.00034,0.00034,3,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
11,112.64,0,25.55,25.5,0,0,0,10.3,0,0,0,0,11,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,62,54,0,0.00034,0.00034,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
12,113.1,0,25.05,23.5,0,0,0,10.8,0,0,0,0,9.5,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,60,54,0,0.00034,0.00034,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
13,113.76,0,24.8,20.5,0,0,0,10.3,0,0,0,0,5.5,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,57,54,0,0.00034,0.00034,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
14,114.96,0,25.3,22.5,0,0,0,10.65,0,0,0,0,8.5,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,59,54,0,0.00034,0.00034,3,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
END,Total:15
START,FrameNb:893,CameraNb:2499,HeSaiNb:0,ARS410Nb:0
2026/03/10 15:35:30:851---->
heightOffset:0,1773128130851,0,selfCaliBufCnt:0,selfAccObjCnt:0,selfAccAngle:0,installHAngleOffset:0,Interpolation:0,installVAngleOffset:0,radarOffsetH:0,radarOffsetV:0.38,Polynom:-0.001023;-0.0511;-2.047;0;0;0;-0.001023;-0.0511;-2.047;-25.5;0;0,WheelDirection:0;0;0;0,selfAngleOffset:0,selfAngleOffsetPit:0,selfCaliAngleHrz_H:0,selfCaliAnglePit_H:0
0,14.6,0,58.8,28.5,0,0,0,-11.3,1.65576e-34,0,0,0,16.5,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,72,62,0,0.00034,0.00034,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
1,15.49,0,55.7,21.5,0,0,0,0.8,0,0,0,0,7.5,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,65,62,0,0.00034,0.00034,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
2,95.13,0,33.85,17,0,0,0,-1.45,0,0,0,0,4.5,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,54,62,0,0.00034,0.00034,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
3,97.94,0,31.6,18.5,0,0,0,0,0,0,0,0,4.5,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,55,62,0,0.00034,0.00034,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
4,98.77,0,31.1,16.5,0,0,0,-0.55,0,0,0,0,2.5,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,53,62,0,0.00034,0.00034,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
5,100.81,0,29.05,30,0,0,0,-0.3,0,0,0,0,15,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,67,62,0,0.00034,0.00034,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
6,101.41,0,28.65,22,0,0,0,-0.7,0,0,0,0,7.5,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,59,62,0,0.00034,0.00034,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
7,102.01,0,28.1,32.5,0,0,0,-0.45,0,0,0,0,18,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,69,62,0,0.00034,0.00034,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
8,102.48,0,28.45,25.5,0,0,0,0.05,0,0,0,0,11,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,62,62,0,0.00034,0.00034,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
9,112.64,0,25.85,23.5,0,0,0,10.55,0,0,0,0,9,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,60,62,0,0.00034,0.00034,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
10,113.08,0,25.05,20,0,0,0,10.75,0,0,0,0,6,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,57,62,0,0.00034,0.00034,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
11,113.75,0,24.7,22.5,0,0,0,10.55,0,0,0,0,7.5,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,59,62,0,0.00034,0.00034,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
12,114.98,0,25.15,16,0,0,0,10.05,0,0,0,0,2,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,53,62,0,0.00034,0.00034,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
END,Total:13
START,FrameNb:894,CameraNb:2499,HeSaiNb:0,ARS410Nb:0
2026/03/10 15:35:30:912---->
heightOffset:0,1773128130912,0,selfCaliBufCnt:0,selfAccObjCnt:0,selfAccAngle:0,installHAngleOffset:0,Interpolation:0,installVAngleOffset:0,radarOffsetH:0,radarOffsetV:0.38,Polynom:-0.001023;-0.0511;-2.047;0;0;0;-0.001023;-0.0511;-2.047;-25.5;0;0,WheelDirection:0;0;0;0,selfAngleOffset:0,selfAngleOffsetPit:0,selfCaliAngleHrz_H:0,selfCaliAnglePit_H:0
0,14.59,0,58.6,28.5,0,0,0,-11.25,1.65576e-34,0,0,0,16.5,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,72,58,0,0.00034,0.00034,3,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
1,15.5,0,55.5,21.5,0,0,0,0.9,0,0,0,0,7.5,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,65,58,0,0.00034,0.00034,3,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
2,34.52,0,-10.15,17.5,0,0,0,6.55,0,0,0,0,-19.5,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,57,58,0,0.00034,0.00034,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
3,95.14,0,33.65,16.5,0,0,0,-1.2,0,0,0,0,4,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,53,58,0,0.00034,0.00034,3,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
4,97.93,0,31.2,18.5,0,0,0,-0.1,0,0,0,0,4.5,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,55,58,0,0.00034,0.00034,3,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
5,98.76,0,31.35,16.5,0,0,0,-1.1,0,0,0,0,2,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,53,58,0,0.00034,0.00034,3,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
6,100.8,0,28.95,30,0,0,0,-0.35,0,0,0,0,15,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,67,58,0,0.00034,0.00034,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
7,101.42,0,28.65,21.5,0,0,0,-0.55,0,0,0,0,7,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,58,58,0,0.00034,0.00034,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
8,102.01,0,28.1,32.5,0,0,0,-0.35,0,0,0,0,18,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,69,58,0,0.00034,0.00034,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
9,102.48,0,28.55,25.5,0,0,0,0.25,0,0,0,0,10.5,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,62,58,0,0.00034,0.00034,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
10,112.64,0,25.7,24,0,0,0,10.55,0,0,0,0,9.5,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,60,58,0,0.00034,0.00034,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
11,113.1,0,24.95,20.5,0,0,0,10.75,0,0,0,0,5,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,57,58,0,0.00034,0.00034,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
12,113.77,0,24.7,22,0,0,0,10.65,0,0,0,0,7,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,59,58,0,0.00034,0.00034,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
13,114.98,0,25.35,16.5,0,0,0,10.45,0,0,0,0,2.5,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,53,58,0,0.00034,0.00034,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
END,Total:14
START,FrameNb:895,CameraNb:2500,HeSaiNb:0,ARS410Nb:0
2026/03/10 15:35:30:947---->
heightOffset:0,1773128130947,0,selfCaliBufCnt:0,selfAccObjCnt:0,selfAccAngle:0,installHAngleOffset:0,Interpolation:0,installVAngleOffset:0,radarOffsetH:0,radarOffsetV:0.38,Polynom:-0.001023;-0.0511;-2.047;0;0;0;-0.001023;-0.0511;-2.047;-25.5;0;0,WheelDirection:0;0;0;0,selfAngleOffset:0,selfAngleOffsetPit:0,selfCaliAngleHrz_H:0,selfCaliAnglePit_H:0
0,14.2,0,64.95,24.5,0,0,0,1.15,1.65576e-34,0,0,0,18.5,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,68,61,0,0.00034,0.00034,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
1,14.6,0,58.4,28.5,0,0,0,-11.45,0,0,0,0,16.5,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,72,61,0,0.00034,0.00034,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
2,15.53,0,55.5,21.5,0,0,0,1.25,0,0,0,0,7.5,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,65,61,0,0.00034,0.00034,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
3,95.17,0,34.1,16.5,0,0,0,-0.95,0,0,0,0,4,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,53,61,0,0.00034,0.00034,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
4,97.93,0,31.4,19,0,0,0,-0.25,0,0,0,0,4.5,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,55,61,0,0.00034,0.00034,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
5,98.75,0,31.1,17.5,0,0,0,-0.95,0,0,0,0,3,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,54,61,0,0.00034,0.00034,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
6,100.81,0,29.05,30,0,0,0,-0.25,0,0,0,0,15.5,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,67,61,0,0.00034,0.00034,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
7,101.4,0,28.8,21.5,0,0,0,-0.6,0,0,0,0,7,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,58,61,0,0.00034,0.00034,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
8,102.01,0,28.05,32.5,0,0,0,-0.45,0,0,0,0,18,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,69,61,0,0.00034,0.00034,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
9,102.48,0,28.45,25.5,0,0,0,0.05,0,0,0,0,10.5,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,62,61,0,0.00034,0.00034,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
10,112.64,0,25.7,23.5,0,0,0,11.05,0,0,0,0,9.5,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,60,61,0,0.00034,0.00034,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
11,113.08,0,25.15,20.5,0,0,0,10.55,0,0,0,0,6,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,57,61,0,0.00034,0.00034,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
12,113.75,0,24.8,22.5,0,0,0,10.65,0,0,0,0,7,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,59,61,0,0.00034,0.00034,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
13,114.97,0,25.45,17,0,0,0,10.15,0,0,0,0,3,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,54,61,0,0.00034,0.00034,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
END,Total:14
START,FrameNb:896,CameraNb:2500,HeSaiNb:0,ARS410Nb:0
2026/03/10 15:35:30:989---->
heightOffset:0,1773128130989,0,selfCaliBufCnt:0,selfAccObjCnt:0,selfAccAngle:0,installHAngleOffset:0,Interpolation:0,installVAngleOffset:0,radarOffsetH:0,radarOffsetV:0.38,Polynom:-0.001023;-0.0511;-2.047;0;0;0;-0.001023;-0.0511;-2.047;-25.5;0;0,WheelDirection:0;0;0;0,selfAngleOffset:0,selfAngleOffsetPit:0,selfCaliAngleHrz_H:0,selfCaliAnglePit_H:0
0,14.2,0,64.7,24.5,0,0,0,1.2,1.65576e-34,0,0,0,18,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,68,54,0,0.00034,0.00034,3,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
1,14.6,0,58.8,28.5,0,0,0,-11.45,0,0,0,0,16.5,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,72,54,0,0.00034,0.00034,3,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
2,15.49,0,55.6,21.5,0,0,0,0.7,0,0,0,0,7.5,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,65,54,0,0.00034,0.00034,3,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
3,65.52,1.3,-24.1,14.5,0,0,0,-0.8,0,0,0,0,-10,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,52,54,0,0.00034,0.00034,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
4,95.15,0,34.1,17,0,0,0,-0.85,0,0,0,0,4,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,53,54,0,0.00034,0.00034,3,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
5,97.92,0,31.45,18.5,0,0,0,-0.25,0,0,0,0,4.5,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,55,54,0,0.00034,0.00034,3,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
6,98.77,0,30.9,17,0,0,0,-0.7,0,0,0,0,2.5,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,53,54,0,0.00034,0.00034,3,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
7,100.8,0,29,30,0,0,0,-0.35,0,0,0,0,15,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,67,54,0,0.00034,0.00034,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
8,101.42,0,28.65,22,0,0,0,-1,0,0,0,0,7.5,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,59,54,0,0.00034,0.00034,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
9,102.01,0,28.05,32.5,0,0,0,-0.45,0,0,0,0,18,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,69,54,0,0.00034,0.00034,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
10,102.48,0,28.45,25.5,0,0,0,0.15,0,0,0,0,11,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,62,54,0,0.00034,0.00034,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
11,112.64,0,25.7,24,0,0,0,10.65,0,0,0,0,10,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,61,54,0,0.00034,0.00034,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
12,113.1,0,25.15,20.5,0,0,0,10.9,0,0,0,0,6.5,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,57,54,0,0.00034,0.00034,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
13,113.76,0,24.9,22,0,0,0,10.25,0,0,0,0,7,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,59,54,0,0.00034,0.00034,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
14,114.99,0,25,16.5,0,0,0,10.55,0,0,0,0,2.5,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,53,54,0,0.00034,0.00034,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
END,Total:15
START,FrameNb:897,CameraNb:2501,HeSaiNb:0,ARS410Nb:0
2026/03/10 15:35:31:041---->
heightOffset:0,1773128131041,0,selfCaliBufCnt:0,selfAccObjCnt:0,selfAccAngle:0,installHAngleOffset:0,Interpolation:0,installVAngleOffset:0,radarOffsetH:0,radarOffsetV:0.38,Polynom:-0.001023;-0.0511;-2.047;0;0;0;-0.001023;-0.0511;-2.047;-25.5;0;0,WheelDirection:0;0;0;0,selfAngleOffset:0,selfAngleOffsetPit:0,selfCaliAngleHrz_H:0,selfCaliAnglePit_H:0
0,14.6,0,58.6,28.5,0,0,0,-11.35,1.65576e-34,0,0,0,16.5,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,72,59,0,0.00034,0.00034,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
1,15.51,0,55.6,21.5,0,0,0,0.7,0,0,0,0,7.5,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,65,59,0,0.00034,0.00034,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
2,34.54,0,-9.95,17,0,0,0,6.45,0,0,0,0,-19.5,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,57,59,0,0.00034,0.00034,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
3,95.15,0,33.65,16.5,0,0,0,-0.95,0,0,0,0,4,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,53,59,0,0.00034,0.00034,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
4,97.94,0,31.5,18,0,0,0,-0.05,0,0,0,0,3.5,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,55,59,0,0.00034,0.00034,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
5,100.81,0,28.95,30,0,0,0,-0.25,0,0,0,0,15,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,67,59,0,0.00034,0.00034,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
6,101.41,0,28.7,22,0,0,0,-0.55,0,0,0,0,7.5,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,59,59,0,0.00034,0.00034,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
7,102.01,0,28.1,32.5,0,0,0,-0.35,0,0,0,0,18,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,69,59,0,0.00034,0.00034,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
8,102.48,0,28.55,25.5,0,0,0,0.2,0,0,0,0,11,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,62,59,0,0.00034,0.00034,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
9,112.63,0,25.7,24,0,0,0,10.95,0,0,0,0,9.5,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,60,59,0,0.00034,0.00034,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
10,113.08,0,25.3,21,0,0,0,10.55,0,0,0,0,6.5,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,57,59,0,0.00034,0.00034,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
11,113.77,0,24.8,23,0,0,0,10.55,0,0,0,0,7.5,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,59,59,0,0.00034,0.00034,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
12,115.04,0,25.35,16.5,0,0,0,11.05,0,0,0,0,2.5,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,53,59,0,0.00034,0.00034,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
END,Total:13
START,FrameNb:898,CameraNb:2502,HeSaiNb:0,ARS410Nb:0
2026/03/10 15:35:31:154---->
heightOffset:0,1773128131154,0,selfCaliBufCnt:0,selfAccObjCnt:0,selfAccAngle:0,installHAngleOffset:0,Interpolation:0,installVAngleOffset:0,radarOffsetH:0,radarOffsetV:0.38,Polynom:-0.001023;-0.0511;-2.047;0;0;0;-0.001023;-0.0511;-2.047;-25.5;0;0,WheelDirection:0;0;0;0,selfAngleOffset:0,selfAngleOffsetPit:0,selfCaliAngleHrz_H:0,selfCaliAnglePit_H:0
0,14.6,0,58.45,28.5,0,0,0,-11.35,1.65576e-34,0,0,0,16,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,72,54,0,0.00034,0.00034,3,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
1,15.49,0,55.45,21.5,0,0,0,1.15,0,0,0,0,7.5,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,65,54,0,0.00034,0.00034,3,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
2,34.55,0,-9.85,17.5,0,0,0,6.45,0,0,0,0,-19.5,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,57,54,0,0.00034,0.00034,3,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
3,95.14,0,33.8,17,0,0,0,-1.05,0,0,0,0,4.5,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,54,54,0,0.00034,0.00034,3,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
4,97.94,0,31.2,18.5,0,0,0,-0.3,0,0,0,0,4,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,55,54,0,0.00034,0.00034,3,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
5,98.77,0,31.2,16.5,0,0,0,-0.7,0,0,0,0,2.5,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,53,54,0,0.00034,0.00034,3,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
6,100.8,0,29.05,30,0,0,0,-0.25,0,0,0,0,15,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,67,54,0,0.00034,0.00034,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
7,101.42,0,28.45,22,0,0,0,-0.7,0,0,0,0,7,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,59,54,0,0.00034,0.00034,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
8,102.01,0,28.1,32.5,0,0,0,-0.35,0,0,0,0,18,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,69,54,0,0.00034,0.00034,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
9,102.48,0,28.55,25,0,0,0,0.25,0,0,0,0,10,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,61,54,0,0.00034,0.00034,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
10,112.64,0,25.55,24,0,0,0,10.4,0,0,0,0,9.5,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,60,54,0,0.00034,0.00034,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
11,113.09,0,24.95,21,0,0,0,10.7,0,0,0,0,5.5,0,0,0,0,-0.00229183,0,0,0,0,0,0,0,0,0,1,57,54,0,0.00034,0.00034,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
